Author	n (strains)	publication title	journal	publication URL	strains
Paola Resende et al B	2	Genomic surveillance of SARS-CoV-2 reveals community transmission of a major lineage during the early pandemic phase in Brazil	unknown	https://dx.doi.org/10.1101/2020.06.17.158006	Brazil/ES-FIOCRUZ-225/2020,Brazil/RJ-FIOCRUZ-314/2020
Matoke-Muhia et al	1	unknown	unknown	unknown	Kenya/D6/2020
Yan Li et al	7	unknown	unknown	unknown	Jamaica/JM-CDC-0869/2020,Jamaica/JM-CDC-6365/2020,Jamaica/JM-CDC-5836/2020,Jamaica/JM-CDC-4376/2020,USA/MS-CDC-6562/2020,Jamaica/JM-CDC-6603/2020,Jamaica/JM-CDC-7286/2020
Kuenyoul Park et al	3	unknown	unknown	unknown	SouthKorea/A5/2020,SouthKorea/S5/2020,SouthKorea/S4/2020
Kassela K. et al	17	Dominant and rare SARS-Cov2 variants responsible for the COVID-19 pandemic in Athens, Greece.	unknown	https://dx.doi.org/10.1101/2020.06.03.20121236	Greece/53/2020,Greece/52_37266/2020,Greece/138/2020,Greece/135/2020,Greece/139/2020,Greece/143/2020,Greece/156/2020,Greece/37/2020,Greece/155/2020,Greece/148/2020,Greece/151/2020,Greece/142/2020,Greece/44/2020,Greece/133/2020,Greece/46/2020,Greece/234_31670/2020,Greece/224_35200/2020
Kowalski et al	37	unknown	unknown	unknown	Poland/PL_MCB_5/2020,Poland/PL_MCB_78/2020,Poland/PL_MCB_10/2020,Poland/PL_MCB_9/2020,Poland/PL_MCB_8/2020,Poland/PL_MCB_38/2020,Poland/PL_MCB_37/2020,Poland/PL_MCB_55/2020,Poland/PL_MCB_54/2020,Poland/PL_MCB_66/2020,Poland/PL_MCB_59/2020,Poland/PL_MCB_64/2020,Poland/PL_MCB_108/2020,Poland/PL_MCB_107/2020,Poland/PL_MCB_56/2020,Poland/PL_MCB_60/2020,Poland/PL_MCB_110/2020,Poland/PL_MCB_81/2020,Poland/PL_MCB_82/2020,Poland/PL_MCB_80/2020,Poland/PL_MCB_83/2020,Poland/PL_MCB_79/2020,Poland/PL_MCB_15/2020,Poland/PL_MCB_89/2020,Poland/PL_MCB_98/2020,Poland/PL_MCB_62/2020,Poland/PL_MCB_65/2020,Poland/PL_MCB_61/2020,Poland/PL_MCB_75/2020,Poland/PL_MCB_19/2020,Poland/PL_MCB_21/2020,Poland/PL_MCB_106/2020,Poland/PL_MCB_103/2020,Poland/PL_MCB_46/2020,Poland/PL_MCB_45/2020,Poland/PL_MCB_20/2020,Poland/PL_MCB_92/2020
Nguyễn Thanh Long et al	1	unknown	unknown	unknown	Vietnam/PIHCM-503/2020
Lukasz Rabalski et al	40	unknown	unknown	unknown	Poland/Pom1/2020,mink/Poland/Pomorskie_4/2020,mink/Poland/Pomorskie_5/2020,mink/Poland/Pomorskie_42/2020,mink/Poland/Pomorskie_46/2020,mink/Poland/Pomorskie_50/2020,mink/Poland/Pomorskie_49/2020,mink/Poland/Pomorskie_83/2020,mink/Poland/Pomorskie_77/2020,mink/Poland/Pomorskie_48/2020,mink/Poland/Pomorskie_88/2020,mink/Poland/Pomorskie_67/2020,mink/Poland/Pomorskie_76/2020,Poland/Mazowieckie_MWB_274/2021,Poland/Pomorskie_MWB_100/2021,Poland/Pomorskie_MWB_156/2021,Poland/Pomorskie_MWB_84/2021,Poland/Pomorskie_MWB_106/2021,Poland/Pom4/2020,Poland/Sla2/2020,Poland/Pomorskie_MWB_113/2021,Poland/Pomorskie_MWB_139/2021,Poland/Pomorskie_MWB_164/2021,Poland/Mazowieckie_MWB_272/2021,Poland/Pomorskie_MWB_267/2021,Poland/Sla6/2020,Poland/Sla8/2020,Poland/Sla5/2020,Poland/Sla10/2020,Poland/Sla4/2020,Poland/Sla1/2020,Poland/Mazowieckie_MWB_225/2021,Poland/Pomorskie_MWB_1/2020,Poland/Pomorskie_MWB_60/2020,Poland/Pom12/2020,Poland/Pom10/2020,Poland/Sla7/2020,Poland/Sla3/2020,Poland/Sla9/2020,Poland/Mazowieckie_MWB_182/2021
Hege Vangstein Aamot et al	24	unknown	unknown	unknown	Norway/CS-24/2020,Norway/CS-21/2020,Norway/CS-03/2020,Norway/CS-26/2020,Norway/CS-02/2020,Norway/Ahus-0042/2020,Norway/CS-10/2020,Norway/CS-13/2020,Norway/CS-14/2020,Norway/CS-33/2020,Norway/CS-09/2020,Norway/CS-23/2020,Norway/CS-04/2020,Norway/CS-27/2020,Norway/CS-07/2020,Norway/CS-28/2020,Norway/CS-08/2020,Norway/CS-29/2020,Norway/CS-16/2020,Norway/CS-15/2020,Norway/Ahus-0016/2021,Norway/Ahus-0006/2021,Norway/Ahus-0039/2020,Norway/Ahus-0038/2020
Soares da Silva et al	11	unknown	unknown	unknown	Timor-Leste/TL25/2020,Timor-Leste/TL06/2020,Timor-Leste/TL17/2020,Timor-Leste/TL19/2020,Timor-Leste/TL05/2020,Timor-Leste/TL16/2020,Timor-Leste/TL23/2020,Timor-Leste/TL18/2020,Timor-Leste/TL07/2020,Timor-Leste/TL21/2020,Timor-Leste/TL22/2020
Jaqueline Goes de Jesus et al	2	First cases of coronavirus disease (COVID-19) in Brazil, South America	unknown	https://virological.org/t/first-cases-of-coronavirus-disease-covid-19-in-brazil-south-america-2-genomes-3rd-march-2020/409	Brazil/SP-02/2020,Brazil/SP-01/2020
Katarina Prosenc (Laboratory for Virology) et al	6	unknown	unknown	unknown	Slovenia/LabVir-3660/2020,Slovenia/LabVir-4555/2020,Slovenia/LabVir-5837/2020,Slovenia/LabVir-3716/2020,Slovenia/LabVir-4089/2020,Slovenia/LabVir-4952/2020
Nouar Qutob et al	39	unknown	unknown	unknown	Palestine/32/2020,Palestine/44/2020,Palestine/78/2020,Palestine/77/2020,Palestine/72/2020,Palestine/76/2020,Palestine/66/2020,Palestine/89/2020,Palestine/73/2020,Palestine/69/2020,Palestine/80/2020,Palestine/68/2020,Palestine/95/2020,Palestine/7/2020,Palestine/11/2020,Palestine/82/2020,Palestine/90/2020,Palestine/86/2020,Palestine/3/2020,Palestine/50/2020,Palestine/36/2020,Palestine/42/2020,Palestine/43/2020,Palestine/45/2020,Palestine/1/2020,Palestine/2/2020,Palestine/40/2020,Palestine/55/2020,Palestine/54/2020,Palestine/46/2020,Palestine/51/2020,Palestine/15/2020,Palestine/14/2020,Palestine/13/2020,Palestine/19/2020,Palestine/16/2020,Palestine/28/2020,Palestine/23/2020,Palestine/24/2020
Gustavo Cilla et al	21	unknown	unknown	unknown	Spain/PV-IBV-005156/2020,Spain/PV-IBV-2145/2020,Spain/PV-IBV-2144/2020,Spain/PV-IBV-004282/2020,Spain/PV-IBV-98007637/2020,Spain/PV-IBV-003218/2020,Spain/PV-IBV-2089/2020,Spain/PV-IBV-2088/2020,Spain/PV-IBV-2139/2020,Spain/PV-IBV-2170/2020,Spain/PV-IBV-2151/2020,Spain/PV-IBV-2166/2020,Spain/PV-IBV-2152/2020,Spain/PV-IBV-2137/2020,Spain/PV-IBV-2122/2020,Spain/PV-IBV-2165/2020,Spain/PV-IBV-004184/2020,Spain/PV-IBV-004227/2020,Spain/PV-IBV-004225/2020,Spain/PV-IBV-98007684/2020,Spain/PV-IBV-98007685/2020
Ma. Angelica Tujan et al	1	unknown	unknown	unknown	Philippines/PH-RITM-0020/2020
Carlo M. Lapid et al	6	unknown	unknown	unknown	Philippines/PGC04/2020,Philippines/PGC02/2020,Philippines/PGC05/2020,Philippines/PGC03/2020,Philippines/PGC01/2020,Philippines/PGC06/2020
Logan Voegtly et al	3	unknown	unknown	unknown	Guam/GU_NHG_01/2020,Guam/GU_NHG_03/2020,Guam/GU_NHG_02/2020
Ali et al	1	unknown	unknown	unknown	Pakistan/KP-RMI-01/2020
Mak Tze Minn et al	6	unknown	unknown	unknown	Brunei/1/2020,Brunei/2/2020,Brunei/3/2020,Brunei/5/2020,Brunei/4/2020,Singapore/126/2020
Medado et al	3	unknown	unknown	unknown	Philippines/RITM-03/2020,Philippines/RITM-07/2020,Philippines/RITM-05/2020
Githinji G. et al 2020 et al	18	Introduction and local transmission of SARS-CoV-2 cases in Kenya	unknown	https://virological.org/t/introduction-and-local-transmission-of-sars-cov-2-cases-in-kenya/497	Kenya/NIC_266/2020,Kenya/NIC_196/2020,Kenya/NIC_593/2020,Kenya/C203/2020,Kenya/C26/2020,Kenya/C54/2020,Kenya/NIC_187/2020,Kenya/C544/2020,Kenya/C1739/2020,Kenya/C22/2020,Kenya/C58/2020,Kenya/C460/2020,Kenya/C1357/2020,Kenya/C2469/2020,Kenya/C2826/2020,Kenya/C787/2020,Kenya/C1751/2020,Kenya/NIC_569/2020
Christian Ranaivoson et al	6	unknown	unknown	unknown	Madagascar/VIRO-2722/2020,Madagascar/VIRO-2728/2020,Madagascar/VIRO-33698/2020,Madagascar/IP-01650/2020,Madagascar/IP-01861/2020,Madagascar/VIRO-5815/2020
Myat Htut Nyunt et al	1	unknown	unknown	unknown	Myanmar/MMC_137/2020
Sesay et al et al A	3	Origin of imported SARS-CoV-2 strains in The Gambia identified from Whole Genome Sequences	unknown	https://dx.doi.org/10.1101/2020.04.30.070771	Gambia/GC19-026/2020,Gambia/GC19-015/2020,Gambia/GC19-029/2020
Voegtly et al	1	unknown	unknown	unknown	Guam/GU-NHG-02/2020
Masahiro Suzuki et al	1	unknown	unknown	unknown	Japan/FHU-Cor529/2020
Fahad Zadjali et al	16	unknown	unknown	unknown	Oman/205037001/2020,Oman/205037397/2020,Oman/205033013/2020,Oman/205042975/2020,Oman/205034466/2020,Oman/205038170/2020,Oman/205042917/2020,Oman/205035503/2020,Oman/205042904/2020,Oman/205039569/2020,Oman/205041214/2020,Oman/205042592/2020,Oman/205043071/2020,Oman/205041335/2020,Oman/205043002/2020,Oman/205024123/2020
Rachel Boyle et al	7	unknown	unknown	unknown	NewZealand/21MV0118/2021,NewZealand/21MV0115/2021,NewZealand/21MV0094/2021,NewZealand/21MV0102/2021,NewZealand/21MV0062/2021,NewZealand/21MV0114/2021,NewZealand/21MV0113/2021
Samira Al-Mahruqi et al	2	unknown	unknown	unknown	Oman/RESP-20-B-6588/2020,Oman/RESP-20-4395/2020
Sajjad Asaf et al	4	unknown	unknown	unknown	Oman/RESP-20-B-15349/2020,Oman/RESP-20-B-15703/2020,Oman/14237/2020,Oman/15253/2020
Maciej Grzybek et al	8	unknown	unknown	unknown	Poland/1109500/2020,Poland/1110540/2020,Poland/1154951/2020,Poland/1157220/2020,Poland/1154942/2020,Poland/1157821/2020,Poland/1156085/2020,Poland/1111628/2020
Bernadett Pályi et al	54	unknown	unknown	unknown	Hungary/906-5/2020,Hungary/533_15/2020,Hungary/2407_8/2020,Hungary/2214_11/2020,Hungary/532_26/2020,Hungary/534_21/2020,Hungary/534_15/2020,Hungary/913-26/2020,Hungary/532_25/2020,Hungary/534_24/2020,Hungary/533_14/2020,Hungary/534_30/2020,Hungary/2149_27/2020,Hungary/2150_12/2020,Hungary/1254-29/2020,Hungary/2629_17/2020,Hungary/2597_28/2020,Hungary/7203_22/2021,Hungary/7205_27/2021,Hungary/7216_23/2021,Hungary/7216_19/2021,Hungary/7119_2/2021,Hungary/7179_29/2021,Hungary/7224_7/2021,Hungary/7216_4/2021,Hungary/7219_5/2021,Hungary/7245_25/2021,Hungary/7216_5/2021,Hungary/7117_3/2021,Hungary/67_9/2020,Hungary/67_13/2020,Hungary/533_25/2020,Hungary/2410_23/2020,Hungary/1645_22/2020,Hungary/2235_10/2020,Hungary/2196_22/2020,Hungary/2248_18/2020,Hungary/2359_5/2020,Hungary/2168_27/2020,Hungary/2388_4/2020,Hungary/2144_22/2020,Hungary/445-19/2020,Hungary/445-22/2020,Hungary/445-20/2020,Hungary/2593_3/2020,Hungary/5242_8/2020,Hungary/5098_23/2020,Hungary/5156_16/2020,Hungary/5241_25/2020,Hungary/6520_14/2020,Hungary/5319_1/2020,Hungary/7204_27/2021,Hungary/5298_7/2020,Hungary/5316_13/2020
Souleymane MBOUP et al	20	unknown	unknown	unknown	Senegal/SN-MBO-201654/2020,Senegal/SN-MBO-201902/2021,Senegal/SN-MBO-201894/2021,Senegal/SN-MBO-201670/2020,Senegal/SN-MBO-201781/2021,Senegal/SN-MBO-201765/2021,Senegal/SN-MBO-201859/2021,Senegal/SN-MBO-211936/2021,Senegal/SN-MBO-201771/2021,Senegal/SN-MBO-201893/2021,Senegal/SN-MBO-201860/2021,Senegal/SN-IRLPC-898/2021,Senegal/SN-EP-MBO-62/2021,Senegal/SN-MBO-201666/2020,Senegal/SN-MBO-211970/2021,Senegal/SN-MBO-201825/2021,Senegal/SN-MBO-201724/2021,Senegal/SN-MBO-211938/2021,Senegal/SN-MBO-201667/2020,Senegal/SN-MBO-201838/2021
Stern Lab et al	7	Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel	unknown	https://dx.doi.org/10.1101/2020.05.21.20104521	Israel/2115990/2020,Israel/2113603/2020,Israel/2107681/2020,Israel/2089863/2020,Israel/130710644/2020,Israel/13077560/2020,Israel/2047772/2020
Chaoran Chen et al	33	unknown	unknown	unknown	Switzerland/BS-ETHZ-430366/2020,Switzerland/ZH-ETHZ-451295/2021,Switzerland/NE-ETHZ-500294/2021,Switzerland/VD-ETHZ-480395/2021,Switzerland/AG-ETHZ-500211/2021,Switzerland/SG-ETHZ-510243/2021,Switzerland/BL-ETHZ-500373/2021,Switzerland/SO-ETHZ-510425/2021,Switzerland/ZH-ETHZ-430441/2020,Switzerland/BE-ETHZ-420614/2020,Switzerland/GR-ETHZ-420570/2020,Switzerland/AG-ETHZ-430042/2020,Switzerland/NE-ETHZ-430305/2020,Switzerland/AG-ETHZ-430681/2020,Switzerland/BE-ETHZ-410890/2020,Switzerland/AG-ETHZ-420517/2020,Switzerland/BE-ETHZ-420617/2020,Switzerland/BE-ETHZ-420604/2020,Switzerland/AG-ETHZ-420711/2020,Switzerland/BL-ETHZ-420713/2020,Switzerland/NE-ETHZ-420666/2020,Switzerland/BE-ETHZ-480608/2021,Switzerland/BL-ETHZ-350355/2020,Switzerland/TI-ETHZ-350301/2020,Switzerland/SO-ETHZ-500148/2020,Switzerland/BL-ETHZ-350326/2020,Switzerland/SO-ETHZ-370144/2020,Switzerland/SO-ETHZ-501025/2020,Switzerland/ZH-ETHZ-501617/2020,Switzerland/BL-ETHZ-360234/2020,Switzerland/BL-ETHZ-360284/2020,Switzerland/SO-ETHZ-360212/2020,Switzerland/ZH-ETHZ-430390/2020
Jasmina Vranes et al	59	unknown	unknown	unknown	Croatia/52102_ID1647_19/2020,Croatia/IGA-58-4189-P/2021,Croatia/IGA-21-87107/2020,Croatia/IGA-45-86486/2020,Croatia/IGA-69-130648-P/2020,Croatia/IGA-36-86949/2020,Croatia/52103_ID1647_20/2020,Croatia/52084_ID1647_1/2020,Croatia/52123_ID1647_40/2020,Croatia/52094_ID1647_11/2020,Croatia/52093_ID1647_10/2020,Croatia/IGA-23-86470/2020,Croatia/52114_ID1647_31/2020,Croatia/52091_ID1647_8/2020,Croatia/52090_ID1647_7/2020,Croatia/IGA-64-139848-P/2020,Croatia/52099_ID1647_16/2020,Croatia/52110_ID1647_27/2020,Croatia/52087_ID1647_4/2020,Croatia/IGA-22-87108/2020,Croatia/IGA-28-87103/2020,Croatia/52089_ID1647_6/2020,Croatia/52101_ID1647_18/2020,Croatia/52088_ID1647_5/2020,Croatia/52095_ID1647_12/2020,Croatia/52108_ID1647_25/2020,Croatia/IGA-68-132251-P/2020,Croatia/IGA-44-86501/2020,Croatia/IGA-46-86466/2020,Croatia/IGA-30-86940/2020,Croatia/IGA-39-86472/2020,Croatia/IGA-31-87000/2020,Croatia/IGA-32-86937/2020,Croatia/IGA-47-86455/2020,Croatia/IGA-38-86485/2020,Croatia/IGA-48-86487/2020,Croatia/IGA-66-139319-P/2020,Croatia/IGA-42-86543/2020,Croatia/IGA-65-140067-P/2020,Croatia/IGA-53-8417-P/2021,Croatia/IGA-51-8109-P/2021,Croatia/IGA-56-4157-P/2021,Croatia/IGA-67-132655-P/2020,Croatia/IGA-63-2860-P/2021,Croatia/IGA-61-3466-P/2021,Croatia/IGA-35-86993/2020,Croatia/52097_ID1647_14/2020,Croatia/52109_ID1647_26/2020,Croatia/52105_ID1647-22/2020,Croatia/IGA-50-86551/2020,Croatia/IGA-17-12734/2021,Croatia/IGA-33-86938/2020,Croatia/IGA-55-4820-P/2021,Croatia/IGA-62-3511-P/2021,Croatia/IGA-9-11877/2021,Croatia/IGA-26-87096/2020,Croatia/IGA-7-11831/2021,Croatia/IGA-15-12441/2021,Croatia/IGA-16-12445/2021
Teemu Smura et al B	1	A doubt of multiple introduction of SARS-CoV-2 in Italy: A preliminary overview	unknown	https://dx.doi.org/10.1002/jmv.25773	Finland/FIN-25/2020
Naranzul Ts et al	1	unknown	unknown	unknown	Mongolia/Imp3989/2020
Claudia Wong-Arambula et al	49	unknown	unknown	unknown	Mexico/AGU-InDRE_351/2020,Mexico/TAM-InDRE_279/2020,Mexico/BCS-InDRE_340/2020,Mexico/CHP-InDRE_396/2020,Mexico/MEX-InDRE_167/2020,Mexico/VER-InDRE_112/2021,Mexico/TAM-InDRE_453/2021,Mexico/TAM-InDRE_458/2021,Mexico/TAM-InDRE_455/2021,Mexico/TAM-InDRE_456/2021,Mexico/TAM-InDRE_457/2021,Mexico/CMX-InDRE_166/2020,Mexico/OAX-InDRE_400/2020,Mexico/OAX-InDRE_538/2021,Mexico/CMX-InDRE_268/2020,Mexico/NLE-InDRE_237/2021,Mexico/HID-InDRE_304/2020,Mexico/QUE-InDRE_294/2020,Mexico/SON-InDRE_336/2020,Mexico/COA-InDRE_355/2020,Mexico/AGU-InDRE_354/2020,Mexico/PUE-InDRE_190/2020,Mexico/MOR-InDRE_118/2020,Mexico/TAM-InDRE_189/2020,Mexico/SON-InDRE_135/2020,Mexico/QUE-InDRE_478/2021,Mexico/NL-InDRE_122/2020,Mexico/TAM-InDRE_308/2020,Mexico/MOR-InDRE_280/2020,Mexico/TLA-InDRE_305/2020,Mexico/COA-InDRE_515/2021,Mexico/TAM-InDRE_119/2020,Mexico/GUA-InDRE_338/2020,Mexico/VER-InDRE_360/2020,Mexico/CMX-InDRE_255/2020,Mexico/TAM-InDRE_382/2020,Mexico/BCS-InDRE_337/2020,Mexico/VER-InDRE_272/2020,Mexico/COA-InDRE_356/2020,Mexico/SLP-InDRE_289/2020,Mexico/PUE-InDRE_269/2020,Mexico/PUE-InDRE_129/2020,Mexico/COA-InDRE_517/2021,Mexico/QUE-InDRE_295/2020,Mexico/COA-InDRE_516/2021,Mexico/NLE-InDRE_239/2021,Mexico/MEX-InDRE_259/2020,Mexico/OAX-InDRE_539/2021,Mexico/YUC-InDRE_504/2021
Rawlinson et al	7	unknown	unknown	unknown	Australia/NSW2153/2020,Australia/NSW2115/2020,Australia/NSW2515/2020,Australia/NSW2513/2020,Australia/NSW2827/2020,Australia/NSW2829/2020,Australia/NSW2480/2020
Roshdy et al	8	unknown	unknown	unknown	Egypt/CPHL-NRC-18/2020,Egypt/CPHL-NRC-17/2020,Egypt/C-CEIRS-2MOH/2020,Egypt/CPHL-NRC-15/2020,Egypt/CPHL-NRC-20/2020,Egypt/C-CEIRS-19MOH/2020,Egypt/CPHL-NRC-10/2020,Egypt/CPHL-NRC-16/2020
Péter Urbán et al	12	unknown	unknown	unknown	Hungary/SRC-1788lc/2020,Hungary/SRC-00066/2020,Hungary/MBL-469/2020,Hungary/SRC-00055/2020,Hungary/SRC-00126/2020,Hungary/SRC-00186/2020,Hungary/MBL-465/2020,Hungary/MBL-003/2020,Hungary/SRC-00278w/2020,Hungary/SRC-02801w/2020,Hungary/SRC-03670w/2020,Hungary/SRC-00105w/2020
Endre Gábor Tóth et al	95	unknown	unknown	unknown	Hungary/US-539w/2020,Hungary/MH-789/2020,Hungary/MH-7051/2020,Hungary/UD-7373/2020,Hungary/UD-7417/2020,Hungary/UD-7039/2020,Hungary/UD-8157/2020,Hungary/UD-9953/2020,Hungary/US-31848w/2020,Hungary/UD-56279/2020,Hungary/UD-55641/2020,Hungary/UD-56273/2020,Hungary/UD-56311/2020,Hungary/UD-55426/2020,Hungary/US-31273w/2020,Hungary/US-31260w/2020,Hungary/US-30412w/2020,Hungary/US-31885w/2020,Hungary/US-30242w/2020,Hungary/US-31248w/2020,Hungary/UD-V147/2021,Hungary/UD-S51/2021,Hungary/HM-0123-102/2021,Hungary/HM-0126-236/2021,Hungary/HM-0122-362/2021,Hungary/HM-0125-313/2021,Hungary/UD-P542/2021,Hungary/UD-P540/2021,Hungary/UD-P66/2021,Hungary/US-636w/2020,Hungary/MH-6633/2020,Hungary/MH-6657/2020,Hungary/MH-6603/2020,Hungary/MH-8268/2020,Hungary/MH-9653/2020,Hungary/US-1819lc/2020,Hungary/US-2953w/2020,Hungary/MH-13211/2020,Hungary/MH-879/2020,Hungary/US-1791lc/2020,Hungary/US-482w/2020,Hungary/UD-56569/2020,Hungary/US-30275w/2020,Hungary/UD-57837/2020,Hungary/UD-56297/2020,Hungary/US-32297w/2020,Hungary/US-32637w/2020,Hungary/UD-57885/2020,Hungary/HM-0121-26/2021,Hungary/HM-0201-71/2021,Hungary/HM-0201-72/2021,Hungary/HM-0201-69/2021,Hungary/UD-58213/2020,Hungary/UD-58011/2020,Hungary/UD-57985/2020,Hungary/HM-0111-89/2021,Hungary/HM-0112-74/2021,Hungary/SRC-1014/2020,Hungary/UD-56307/2020,Hungary/UD-57949/2020,Hungary/UD-58004/2020,Hungary/UD-57989/2020,Hungary/HM-0121-57/2021,Hungary/HM-0126-362/2021,Hungary/US-30398w/2020,Hungary/US-32294w/2020,Hungary/US-32312w/2020,Hungary/UD-57889/2020,Hungary/US-33714w/2020,Hungary/UD-57411/2020,Hungary/UD-57884/2020,Hungary/HM-0121-113/2021,Hungary/HM-0127-196/2021,Hungary/UD-56284/2020,Hungary/UD-56251/2020,Hungary/UD-58062/2020,Hungary/UD-57983/2020,Hungary/HM-0111-90/2021,Hungary/UD-58450/2020,Hungary/US-57576w/2020,Hungary/US-60568w/2020,Hungary/US-57557w/2020,Hungary/US-57525w/2020,Hungary/US-57395w/2020,Hungary/US-60592w/2020,Hungary/UD-90402/2020,Hungary/UD-91459/2020,Hungary/UD-90381/2020,Hungary/UD-90383/2020,Hungary/UD-91485/2020,Hungary/UD-91823/2020,Hungary/HM-0111-1/2021,Hungary/HM-0202-23/2021,Hungary/US-60434w/2020,Hungary/US-55497w/2020
Javier Tognarelli et al	94	unknown	unknown	unknown	Chile/VS-39495/2020,Chile/NB-175522/2020,Chile/AR-265171/2020,Chile/AR-7216/2021,Chile/AN-195419/2020,Chile/RM-87130/2020,Chile/RM-127563/2020,Chile/RM-127636/2020,Chile/BI-167040/2020,Chile/RM-111206/2020,Chile/RM-134034/2020,Chile/RM-87471-TC1/2020,Chile/RM-230317/2020,Chile/RM-230098/2020,Chile/RM-251722/2020,Chile/RM-128039/2020,Chile/RM-128176/2020,Chile/RM-152036/2020,Chile/RM-204484/2020,Chile/ML-248656/2020,Chile/BI-167039/2020,Chile/RM-210872/2020,Chile/RM-191594/2020,Chile/AR-7926/2021,Chile/RM-7267/2021,Chile/RM-171327/2020,Chile/RM-171329/2020,Chile/VS-7282/2021,Ecuador/EC-M-48779/2020,Chile/BI-39473/2020,Ecuador/EC-G-2565/2020,Chile/BI-206407/2020,Chile/AR-253614/2020,Chile/RM-251275/2020,Chile/RM-671/2021,Chile/RM-1233/2021,Chile/RM-228688/2020,Chile/AR-7215/2021,Chile/RM-230336/2020,Chile/RM-230441/2020,Chile/RM-207382/2020,Ecuador/EC-G-5339/2020,Chile/RM-86723/2020,Chile/RM-87391-TC1/2020,Chile/RM-87391/2020,Chile/RM-110981/2020,Chile/RM-133627/2020,Chile/RM-84398/2020,Chile/RM-127562/2020,Chile/RM-112879/2020,Chile/AR-208476/2020,Chile/BI-185934/2020,Chile/RM-267158/2020,Chile/RM-801/2021,Chile/RM-251588/2020,Chile/RM-3608/2021,Chile/RM-755/2021,Chile/RM-156709/2020,Chile/RM-3596/2021,Chile/LR-262486/2020,Chile/RM-267253/2020,Chile/RM-1406/2021,Chile/RM-266419/2020,Chile/AN-263599/2020,Ecuador/EC-G-2512/2020,Ecuador/EC-G-5336/2020,Chile/RM-209059/2020,Chile/AR-253595/2020,Chile/RM-192950/2020,Chile/RM-219434/2020,Chile/AR-192900/2020,Ecuador/EC-M-95299/2020,Chile/RM-112635/2020,Chile/RM-190882/2020,Chile/RM-208466/2020,Chile/RM-265021/2020,Chile/RM-214725/2020,Chile/RM-252007/2020,Chile/BI-265163/2020,Chile/RM-4465/2021,Ecuador/EC-G-124255/2020,Chile/RM-127633/2020,Chile/RM-44602/2020,Chile/RM-44636/2020,Chile/RM-22499/2020,Ecuador/EC-SE-2550/2020,Chile/RM-127405/2020,Ecuador/EC-G-5305/2020,Ecuador/EC-G-5319/2020,Ecuador/EC-G-127052/2020,Ecuador/EC-M-127111/2020,Chile/RM-87752/2020,Chile/RM-15755/2021,Chile/RM-252005/2020
Encarnacion Simarro Córdoba et al	1	unknown	unknown	unknown	Spain/CM-IBV-003882/2020
Gaete A et al	6	unknown	unknown	unknown	Chile/RM-CMM-05230/2020,Chile/AT-CMM-00063/2020,Chile/AT-CMM-00064/2020,Chile/RM-CMM-05015/2020,Chile/AT-CMM-00007/2020,Chile/AT-CMM-00014/2020
Luiza Ustea et al	19	unknown	unknown	unknown	Romania/Focsani-268927/2020,Romania/Buzau-291946/2020,Romania/Buzau-293197/2020,Romania/Buzau-292711/2020,Romania/Valcea/2020,Romania/Bucuresti410794/2021,Romania/Bucuresti-417868/2021,Romania/Bucuresti-419094/2021,Romania/Covasna-419480/2021,Romania/Bucuresti417727/2021,Romania/Valcea418423/2021,Romania/Bucuresti417415/2021,Romania/Iasi-296512/2020,Romania/Buzau-292638/2020,Romania/Bucuresti_407958/2020,Romania/Bucuresti-294285/2020,Romania/Bucuresti-293034/2020,Romania/Bucuresti408383/2020,Romania/Ialomita418189/2021
Boehmer et al	8	unknown	unknown	unknown	Germany/BY-ChVir-1019/2020,Germany/BY-ChVir-1289/2020,Germany/BY-ChVir-1356/2020,Germany/BY-ChVir-1482/2020,Germany/BY-ChVir-1483/2020,Germany/BY-ChVir-1020/2020,Germany/BY-ChVir-929-2/2020,Germany/BY-ChVir-1017/2020
Ulrike Protzer et al	8	unknown	unknown	unknown	Germany/BAV-PL-virotum_ioxg/2020,Germany/BAV-PL-virotum_4TYOW/2020,Germany/BAV-PL-virotum_KCAEH/2020,Germany/BAV-PL-virotum_rqtj/2020,Germany/BAV-PL-virotum_5swa/2020,Germany/BAV-PL-virotum_sl7d/2020,Germany/BAV-PL-virotum_ATF7A/2020,Germany/BAV-PL-virotum_V6WV6/2020
Victor M Corman et al B	1	Whole genome and phylogenetic analysis of two SARS-CoV-2 strains isolated in Italy in January and February 2020: additional clues on multiple introductions and further circulation in Europe	unknown	https://dx.doi.org/10.2807/1560-7917.ES.2020.25.13.2000305	Germany/BY-ChVir-929/2020
Mikel J. Urrutikoetxea-Gutierrez et al	3	unknown	unknown	unknown	Spain/PV-HUB-50399382/2020,Spain/PV-HUB-50388391/2020,Spain/PV-HUB-56574605/2020
Githinji et al 2020 et al	13	unknown	unknown	unknown	Kenya/C6914/2020,Kenya/C389/2020,Kenya/C3739/2020,Kenya/C5289/2020,Kenya/C4691/2020,Kenya/C5334/2020,Kenya/C4964/2020,Kenya/C5885/2020,Kenya/C6193/2020,Kenya/C6380/2020,Kenya/C5029/2020,Kenya/C4214/2020,Kenya/C4195/2020
